"","ARMS_BelgiumCoast_AJJC81_20200506_20201012_MF100_s1_r1","ARMS_BelgiumCoast_AJJC81_20200506_20201012_MF500_s1_r1","ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1","ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF500_s1_r1","ARMS_BelgiumCoast_AJJCD78_20200506_20201012_MF100_s1_r1","ARMS_TZS_Angbat_20200608_20201117_MF100_ETOH_s1_r1","ARMS_TZS_Angbat_20200608_20201117_MF500_ETOH_s1_r1","ARMS_TZS_Angbat_20200608_20201117_SF40_ETOH_s1_r1","ARMS_TZS_Kummelkobben_20200608_20201120_MF100_ETOH_s1_r1","ARMS_TZS_Kummelkobben_20200608_20201120_MF500_ETOH_s1_r1","ARMS_TZS_Kummelkobben_20200608_20201120_SF40_ETOH_s1_r1","ARMS_Crete_1HERP_20200903_20210122_MF500_s1_r1","ARMS_Crete_1HERP_20200903_20210122_MF90_s1_r1","ARMS_Crete_1HERP_20200903_20210122_SF_s1_r1","ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1","ARMS_Getxo_G1_20200624_20201103_MF500_s1_r1","ARMS_Getxo_G1_20200624_20201103_SF40_s1_r1","ARMS_Getxo_G2_20200624_20201103_MF100_s1_r1","ARMS_Getxo_G2_20200624_20201103_SF40_s1_r1","ARMS_Getxo_G3_20200624_20201103_MF100_s1_r1","ARMS_Getxo_G3_20200624_20201103_SF40_s1_r1","Classification","TAXON.NCBI_TAX_ID"
"Otu107",0,0,0,17,0,0,0,0,9,0,0,6,0,0,0,0,1,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae","Bacillariophyta:2836"
"Otu106",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Euplotia;Euplotidae;Euplotes;Euplotes (genus);aediculatus","Euplotes:5935"
"Otu101",0,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Sessilida;Sessilida (family);X (Sessilida (family));Sessilida (X (Sessilida (family)));X (Sessilida (X (Sessilida (family))));sp. (X (Sessilida (X (Sessilida (family)))))","Sessilida:1974272"
"Otu100",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Prasinodermophyta;Prasinodermophyceae;Prasinodermales;Prasinodermaceae;Prasinoderma;Prasinoderma (genus);coloniale","Prasinoderma:156132"
"Otu103",0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Acoelomorpha;Philocelis;Philocelis (genus);Unknown Philocelis (genus) species 1","Philocelis:188045"
"Otu102",0,10,0,7,25,6,0,0,0,0,0,2,0,0,5,0,19,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Euryte;Euryte (genus);sp. (Euryte (genus))","Euryte:298417"
"Otu109",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Penardia-lineage;Penardia-lineage (family);X (Penardia-lineage (family));Penardia-lineage (X (Penardia-lineage (family)));X (Penardia-lineage (X (Penardia-lineage (family))));sp. (X (Penardia-lineage (X (Penardia-lineage (family)))))","Vampyrellida:1367446"
"Otu108",0,0,0,27,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Protula;Protula (strain);sp. (Protula (strain))","Protula:51281"
"Otu295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate","Bacillariophyta:2836"
"Otu294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,6,0,1,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Zoothamniidae;Zoothamnium;Zoothamnium (genus)","Zoothamnium:168256"
"Otu297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,"Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Oblongichytrida;Oblongichytridiaceae;Unknown Oblongichytridiaceae family 1","Oblongichytrida:2699530"
"Otu296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,10,"Main genome;Eukaryota;Opisthokonta;Metazoa;Porifera;Porifera (class);X (Porifera (class));Demospongiae;Hymeniacidon;Hymeniacidon (species);Unknown Hymeniacidon (species) strain 1","Hymeniacidon:6065"
"Otu291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;Porosporidae (family);X (Porosporidae (family));Porosporidae (X (Porosporidae (family)));X (Porosporidae (X (Porosporidae (family))));sp. (X (Porosporidae (X (Porosporidae (family)))))","Porosporidae:947094"
"Otu290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycotina (order);X (Chytridiomycotina (order));Chytridiomycotina (X (Chytridiomycotina (order)));XX (Chytridiomycotina (X (Chytridiomycotina (order))));Chytridiomycotina (XX (Chytridiomycotina (X (Chytridiomycotina (order)))));XX (Chytridiomycotina (XX (Chytridiomycotina (X (Chytridiomycotina (order))))));sp. (XX (Chytridiomycotina (XX (Chytridiomycotina (X (Chytridiomycotina (order)))))))","Chytridiomycota:4761"
"Otu293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,"Main genome;Eukaryota;Alveolata;Chrompodellids;Colpodellidea;Colpodellida;Alphamonaceae;Alphamonadea;ALPH1;Alphamonadea (ALPH1);ALPH1 (Alphamonadea (ALPH1));sp. (ALPH1 (Alphamonadea (ALPH1)))","Alphamonaceae:2605703"
"Otu292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Filosa-Thecofilosea (class);X (Filosa-Thecofilosea (class));Mataza-lineage;Mataza-lineage (genus);X (Mataza-lineage (genus));Mataza-lineage (X (Mataza-lineage (genus)));X (Mataza-lineage (X (Mataza-lineage (genus))));sp. (X (Mataza-lineage (X (Mataza-lineage (genus)))))","Cercozoa:136419"
"Otu497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Vaginicolidae;Vaginicolidae (family);X (Vaginicolidae (family));Vaginicolidae (X (Vaginicolidae (family)));X (Vaginicolidae (X (Vaginicolidae (family))));sp. (X (Vaginicolidae (X (Vaginicolidae (family)))))","Vaginicolidae:168252"
"Otu268",0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;Porosporidae (family);X (Porosporidae (family));Porosporidae (X (Porosporidae (family)));X (Porosporidae (X (Porosporidae (family))));sp. (X (Porosporidae (X (Porosporidae (family)))))","Porosporidae:947094"
"Otu196",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda","Crustacea:6657"
"Otu197",0,0,0,0,0,8,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Verruca;Unknown Verruca genus 1","Crustacea:6657"
"Otu194",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Streptophyta;Embryophyceae;Embryophyceae (class);X (Embryophyceae (class));Embryophyceae (X (Embryophyceae (class)));XX (Embryophyceae (X (Embryophyceae (class))))","Streptophyta:35493"
"Otu195",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Acanthoecidae;Group (Acanthoecidae);G;Savillea;Savillea (strain);micropora","Savillea:473816"
"Otu192",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Thaumatomonadida;Thaumatomonadida (order);X (Thaumatomonadida (order));Thaumatomonadida (X (Thaumatomonadida (order)));XX (Thaumatomonadida (X (Thaumatomonadida (order))));Thaumatomonadida (XX (Thaumatomonadida (X (Thaumatomonadida (order)))));XX (Thaumatomonadida (XX (Thaumatomonadida (X (Thaumatomonadida (order))))));sp. (XX (Thaumatomonadida (XX (Thaumatomonadida (X (Thaumatomonadida (order)))))))","Thaumatomonadida:188944"
"Otu193",0,0,0,8,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,4,"Main genome;Eukaryota;Opisthokonta;Metazoa;Nemertea;Nemertea (class);X (Nemertea (class));Nemertea (X (Nemertea (class)));XX (Nemertea (X (Nemertea (class))));Cephalothrix;Cephalothrix (strain)","Cephalothrix:166041\n1844514"
"Otu190",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,9,0,4,0,9,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))))","Annelida:6340"
"Otu191",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Phytomyxea;Phagomyxida;Phagomyxidae;Unknown Phagomyxidae family 1","Phagomyxida:2779610"
"Otu493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales","Syndiniales:88547"
"Otu491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Sagenista;MAST-6;MAST-6 (class);X (MAST-6 (class));MAST-6 (X (MAST-6 (class)));XX (MAST-6 (X (MAST-6 (class))));MAST-6 (XX (MAST-6 (X (MAST-6 (class)))));XXX (MAST-6 (XX (MAST-6 (X (MAST-6 (class))))));MAST-6 (XXX (MAST-6 (XX (MAST-6 (X (MAST-6 (class)))))));XXX (MAST-6 (XXX (MAST-6 (XX (MAST-6 (X (MAST-6 (class))))))));sp. (XXX (MAST-6 (XXX (MAST-6 (XX (MAST-6 (X (MAST-6 (class)))))))))","Sagenista:421189"
"Otu490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Pseudoperkinsidae","Pseudoperkinsidae:2586436"
"Otu98",17,0,1,0,0,20,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes","Exobasidiomycetes:452283"
"Otu99",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae;Thalassiosira;Thalassiosira (species);oceanica (Thalassiosira (species))","Thalassiosira:35127"
"Otu94",7,14,0,21,20,7,5,1,0,0,0,2,0,1,0,0,13,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi","Fungi:4751"
"Otu95",0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,19,0,15,0,16,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))))","Annelida:6340"
"Otu96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae","Noelaerhabdaceae:418966"
"Otu90",0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Acoelomorpha;Postmecynostomum;Postmecynostomum (genus);pictum","Postmecynostomum:90925"
"Otu91",1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Gregarinomorphea (class);X (Gregarinomorphea (class));GRE1;Gregarinomorphea (GRE1);X (Gregarinomorphea (GRE1));GRE1 (X (Gregarinomorphea (GRE1)));X (GRE1 (X (Gregarinomorphea (GRE1))));Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1)))));X (Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1))))));GRE1 (X (Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1)))))));XX (GRE1 (X (Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1))))))));Gregarinomorphea (XX (GRE1 (X (Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1)))))))));X (Gregarinomorphea (XX (GRE1 (X (Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1))))))))));GRE1 (X (Gregarinomorphea (XX (GRE1 (X (Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1)))))))))));XX (GRE1 (X (Gregarinomorphea (XX (GRE1 (X (Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1))))))))))));sp. (XX (GRE1 (X (Gregarinomorphea (XX (GRE1 (X (Gregarinomorphea (X (GRE1 (X (Gregarinomorphea (GRE1)))))))))))))","Apicomplexa:5794"
"Otu92",1,15,1,0,6,0,0,0,8,0,0,0,0,5,0,0,5,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes","Sordariomycetes:147550"
"Otu93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,2,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Gastrotricha;Gastrotricha (class);X (Gastrotricha (class));Gastrotricha (X (Gastrotricha (class)));Unknown Gastrotricha (X (Gastrotricha (class))) genus 1","Gastrotricha:33313"
"Otu329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Heterotrichea;Heterotrichea (class);X (Heterotrichea (class));Stentoridae;Stentor;Unknown Stentor species 2","Stentor:5962"
"Otu499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria (class);X (Cnidaria (class));Unknown X (Cnidaria (class)) family 1","Cnidaria:6073"
"Otu498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Maxillopoda (family);X (Maxillopoda (family));Maxillopoda (X (Maxillopoda (family)));X (Maxillopoda (X (Maxillopoda (family))));sp. (X (Maxillopoda (X (Maxillopoda (family)))))","Crustacea:6657"
"Otu325",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa","Cercozoa:136419"
"Otu324",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota (class);X (Oomycota (class));Saprolegniales","Saprolegniales:4763"
"Otu327",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Thoralus;Unknown Thoralus genus 1","Thoralus:576235"
"Otu326",0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;Howeina;Unknown Howeina genus 1","Howeina:182551"
"Otu321",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa-lineage (family);X (Protaspa-lineage (family));Protaspa-lineage (X (Protaspa-lineage (family)));X (Protaspa-lineage (X (Protaspa-lineage (family))));sp. (X (Protaspa-lineage (X (Protaspa-lineage (family)))))","Cryomonadida:589444"
"Otu320",0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Heterotrichea;Heterotrichea (class);X (Heterotrichea (class));Stentoridae;Stentor;Unknown Stentor species 1","Stentor:5962"
"Otu323",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate","Bacillariophyta:2836"
"Otu322",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Hacrobia;Centroheliozoa;Centroheliozoa (phylum);X (Centroheliozoa (phylum));Pterocystida;Pterocystida (family);X (Pterocystida (family));Pterocystida (X (Pterocystida (family)));XX (Pterocystida (X (Pterocystida (family))));Pterocystida (XX (Pterocystida (X (Pterocystida (family)))));XX (Pterocystida (XX (Pterocystida (X (Pterocystida (family))))));sp. (XX (Pterocystida (XX (Pterocystida (X (Pterocystida (family)))))))","Pterocystida:2607628"
"Otu302",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta","Ochrophyta:2696291"
"Otu409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea (order);X (Chromadorea (order))","Chromadorea:119089"
"Otu400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Polar-centric-Mediophyceae","Bacillariophyta:2836"
"Otu401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Cirratulus;Cirratulus (strain);sp. (Cirratulus (strain))","Cirratulus:104698"
"Otu402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Porifera;Porifera (class);X (Porifera (class));Demospongiae;Unknown Demospongiae genus 1","Demospongiae:6042"
"Otu403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Polycladida;Stylochus;Stylochus (genus);Unknown Stylochus (genus) species 2","Stylochus:31257"
"Otu404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,5,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida;Xenostrobus;Xenostrobus (genus)","Xenostrobus:1819793"
"Otu407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Main genome;Eukaryota;Opisthokonta;Metazoa;Entoprocta;Entoprocta (class);X (Entoprocta (class));Entoprocta (X (Entoprocta (class)));XX (Entoprocta (X (Entoprocta (class))));Loxosomella;Loxosomella (strain);stomatophora","Loxosomella:231595"
"Otu149",11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda","Crustacea:6657"
"Otu148",0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,"Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae (class);X (Dinophyceae (class));Dinophyceae (X (Dinophyceae (class)));XX (Dinophyceae (X (Dinophyceae (class))));Dinophyceae (XX (Dinophyceae (X (Dinophyceae (class)))));XXX;Dinophyceae (XXX);XXX (Dinophyceae (XXX));sp. (XXX (Dinophyceae (XXX)))","Dinophyceae:2864"
"Otu141",7,12,1,6,2,2,11,2,6,0,0,4,0,2,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Craniata;Craniata (class);X (Craniata (class))","Craniata:89593\n115366"
"Otu140",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Dino-Group-I-Clade-4 (family);X (Dino-Group-I-Clade-4 (family));Dino-Group-I-Clade-4 (X (Dino-Group-I-Clade-4 (family)));X (Dino-Group-I-Clade-4 (X (Dino-Group-I-Clade-4 (family))));sp. (X (Dino-Group-I-Clade-4 (X (Dino-Group-I-Clade-4 (family)))))","Syndiniales:88547"
"Otu143",0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Chelicerata;Arachnida;Arachnida (family);X (Arachnida (family));Arachnida (X (Arachnida (family)));X (Arachnida (X (Arachnida (family))));sp. (X (Arachnida (X (Arachnida (family)))))","Arachnida:6854"
"Otu142",0,0,0,1,1,20,5,0,3,0,0,9,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))))","Annelida:6340"
"Otu145",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia","Hypotrichia:5934"
"Otu144",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Porifera;Porifera (class);X (Porifera (class));Demospongiae;Spongilla;Spongilla (species);Unknown Spongilla (species) strain 1","Spongilla:6054"
"Otu147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Gregarinomorphea (class);X (Gregarinomorphea (class));Gregarinomorphea (X (Gregarinomorphea (class)));XX (Gregarinomorphea (X (Gregarinomorphea (class))));Selenidium1;Selenidium1 (strain);sp. (Selenidium1 (strain))","Apicomplexa:5794"
"Otu146",0,0,0,2,0,7,0,0,0,0,1,0,1,0,0,0,28,0,22,0,12,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Pectinoida","Pectinoida:106218"
"Otu392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"Main genome;Eukaryota;Alveolata;Dinoflagellata","Dinoflagellata:2864"
"Otu393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae (class);X (Chrysophyceae (class));Chrysophyceae (X (Chrysophyceae (class)));Clade-H;Chrysophyceae (Clade-H);Clade-H (Chrysophyceae (Clade-H));X (Clade-H (Chrysophyceae (Clade-H)));Chrysophyceae (X (Clade-H (Chrysophyceae (Clade-H))));Clade-H (Chrysophyceae (X (Clade-H (Chrysophyceae (Clade-H)))));X (Clade-H (Chrysophyceae (X (Clade-H (Chrysophyceae (Clade-H))))));sp. (X (Clade-H (Chrysophyceae (X (Clade-H (Chrysophyceae (Clade-H)))))))","Chrysophyceae:2825"
"Otu394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda","Crustacea:6657"
"Otu395",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"Main genome;Eukaryota;Alveolata;Dinoflagellata","Dinoflagellata:2864"
"Otu396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota (class);Unknown Oomycota (class) order 1","Oomycota:4762"
"Otu397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda","Crustacea:6657"
"Otu399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;Bryozoa (class);X (Bryozoa (class));Bryozoa (X (Bryozoa (class)));XX (Bryozoa (X (Bryozoa (class))));Cryptosula;Cryptosula (strain);pallasiana","Cryptosula:558754"
"Otu45",0,0,0,0,0,0,0,2,68,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Rhabdocoela;Unknown Rhabdocoela family 1","Rhabdocoela:27901"
"Otu44",0,0,0,3,0,0,0,23,83,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Radial-centric-basal-Coscinodiscophyceae;Radial-centric-basal-Coscinodiscophyceae (genus);X (Radial-centric-basal-Coscinodiscophyceae (genus));Radial-centric-basal-Coscinodiscophyceae (X (Radial-centric-basal-Coscinodiscophyceae (genus)));X (Radial-centric-basal-Coscinodiscophyceae (X (Radial-centric-basal-Coscinodiscophyceae (genus))));sp. (X (Radial-centric-basal-Coscinodiscophyceae (X (Radial-centric-basal-Coscinodiscophyceae (genus)))))","Bacillariophyta:2836"
"Otu43",0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria","Suctoria:39462"
"Otu42",0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Heterobranchia","Heterobranchia:216305"
